ID,Date,Amount
4791,20160119,31.52
4794,20160119,15.99
4794,20160526,34.14
4797,20160119,84.02
4797,20160307,88.6
4797,20160721,106.55
4805,20160119,25.74
4805,20160216,13.97
4805,20160715,13.97
4805,20160717,12.97
4805,20160725,14.79
4805,20161205,57.96
4805,20161220,13.99
4805,20161231,53.96
4805,20170317,13.49
4805,20170414,12.99
4805,20170612,44.47
4807,20160119,13.97
4822,20160119,65.97
3089,20160120,29.92
3089,20160127,29.98
3089,20160211,29.98
3089,20170213,12.99
4365,20160120,18.56
4836,20160120,22.99
4836,20160314,24.48
4836,20160422,13.97
4836,20160526,23.88
4836,20160616,24.49
4836,20160723,23.54
4836,20160729,28.73
4836,20170604,11.88
4842,20160120,14.99
4854,20160120,18.36
4854,20160204,44.97
4868,20160120,14.96
4870,20160120,71.69
4870,20160316,27.33
4873,20160120,150.21
4873,20160323,83.39
4873,20161011,52.97
4875,20160120,25.74
4875,20160519,11.77
4880,20160120,72.25
4880,20160122,35.37
4880,20160407,27.14
4890,20160120,30.72
4890,20160729,14.37
4892,20160120,29.92
4894,20160120,17.76
4894,20160206,11.77
4894,20160328,77.48
4894,20160428,80.41
4894,20160505,34.5
4894,20160718,14.37
4894,20160718,29.58
4894,20160804,107.6
4894,20160804,60.05
4894,20160806,52.46
4894,20161107,26.98
4894,20161118,59.97
4894,20161215,13.99
4894,20170319,117.37
4907,20160120,19.99
4907,20160209,9.98
4907,20160217,12.77
4907,20160424,25.48
4907,20160506,27.85
4911,20160120,23.73
4930,20160120,76.23
4947,20160120,43.89
4951,20160120,15.99
4951,20160319,34.77
4951,20160321,22.77
4951,20160408,23.74
4951,20160429,15.36
4951,20160430,12.97
4951,20160613,14.37
4951,20160717,25.77
4951,20170125,21.98
4951,20170310,29.49
4951,20170504,14.99
4951,20170604,14.49
4963,20160120,59.25
4972,20160120,29.33
4972,20160321,58.07
4982,20160120,22.94
4982,20160519,38.71
4982,20161002,61.44
4982,20161230,30.47
4987,20160120,23.96
5000,20160120,29.73
5000,20160427,43.3
5000,20160630,21.77
5000,20170531,62.46
5006,20160120,16.31
5006,20160829,51.5
5008,20160120,41.91
5008,20161013,19.97
5010,20160120,25.74
5010,20160130,12.77
5010,20160714,14.96
5010,20160724,28.93
5010,20160821,29.92
5010,20161013,12.99
5010,20161118,12.49
5031,20160120,51.48
5031,20170519,54.84
5038,20160120,14.37
5038,20160206,14.79
5038,20161206,51.96
5048,20160120,40.73
5066,20160120,9.98
5072,20160120,26.76
5072,20160608,11.77
5072,20160913,28.48
5072,20170419,48.55
5089,20160120,30.86
5105,20160120,34.31
5108,20160120,56.87
5108,20160122,31.31
5108,20160913,25.98
5108,20160927,46.98
5108,20160929,14.49
5108,20161228,10.49
5108,20170301,19.99
5130,20160120,19.99
5130,20161013,5.49
5130,20161025,15.49
3743,20160121,10.97
5135,20160121,49.44
5135,20160417,55.79
5135,20160619,58.1
5135,20170104,34.46
5135,20170302,56.94
5137,20160121,27.54
5137,20160621,89.48
5137,20170401,128.13
5151,20160121,14.96
5156,20160121,11.99
5156,20160322,11.97
5176,20160121,13.97
5192,20160121,31.51
5192,20160124,44.51
5192,20160128,11.77
5192,20160205,11.77
5192,20160205,14.37
5192,20160205,9.97
5192,20160224,81.41
5192,20160318,40.11
5192,20160324,40.71
5192,20160428,59.85
5192,20160521,65.63
5192,20160527,74.77
5192,20160623,62.04
5192,20160910,33.47
5194,20160121,13.97
5206,20160121,65.32
5206,20160121,14.79
5206,20160207,14.79
5206,20160225,28.76
5206,20160302,33.48
5206,20160325,47.12
5215,20160121,21.99
5238,20160121,9.98
5259,20160121,37.48
5259,20161024,102.93
5265,20160121,26.13
5265,20160131,23.99
5265,20160208,34
5265,20160324,42.93
5265,20160523,30.37
5265,20170114,14.49
5265,20170309,11.99
5265,20170323,15.49
5281,20160121,14.37
5281,20170321,18.98
5285,20160121,11.97
5285,20160220,26.13
5285,20160618,44.09
5285,20160822,25.74
5285,20161206,26.98
5297,20160121,12.49
5302,20160121,12.97
5302,20160930,11.49
5302,20161223,7.49
5309,20160121,30.72
5309,20160205,15.36
5316,20160121,41.98
5330,20160121,60.64
5336,20160121,38.03
5336,20160313,28.93
5336,20160424,42.9
5336,20160622,26.14
5336,20160624,41.91
5336,20160705,68.6
5336,20160726,55.07
5336,20161107,41.47
5336,20170103,20.98
5336,20170202,42.06
5336,20170627,39.97
5350,20160121,29.92
5350,20160208,39.73
5350,20160220,25.93
5350,20160301,42.9
5353,20160121,74.97
5369,20160121,14.96
5390,20160121,39.98
3438,20160122,37.98
3774,20160122,83
3774,20160430,64.24
3774,20160502,14.96
3774,20170405,58.85
5312,20160122,65.34
5405,20160122,112.72
5405,20160125,40.74
5405,20160827,14.96
5405,20161107,66.95
5405,20161215,105.93
5418,20160122,18.75
5420,20160122,49.97
5420,20160124,84.22
5420,20160210,85.01
5420,20160214,86.4
5420,20160224,88.99
5420,20160308,71.63
5420,20160326,95.91
5420,20160407,125.69
5420,20160417,95.94
5420,20160425,100.6
5420,20160505,103.75
5420,20160512,15.36
5420,20160611,90.18
5420,20160620,76.22
5420,20160627,15.36
5420,20160818,95.98
5420,20160904,99.21
5420,20160918,69.45
5420,20160925,15.49
5420,20161006,87.44
5420,20161118,99.93
5420,20170119,102.93
5420,20170130,131.46
5420,20170131,56.46
5433,20160122,13.97
5439,20160122,44.74
5439,20160228,14.96
5451,20160122,49.97
5461,20160122,11.97
5461,20160318,37.65
5467,20160122,35.76
5502,20160122,11.77
5519,20160122,11.7
5519,20170614,25.98
5519,20170618,20.98
5525,20160122,62.87
5525,20160220,11.77
5525,20160310,21.77
5525,20160323,35.31
5525,20160518,24.74
5525,20160817,43.34
5525,20170101,31.48
5533,20160122,14.77
5554,20160122,14.96
5554,20160930,41.47
5554,20170226,25.16
5558,20160122,34.98
5575,20160122,9.97
5575,20160604,13.77
5575,20160623,21.54
5575,20160730,13.97
5575,20160818,4.79
5575,20160920,11.49
5575,20160923,46.48
5575,20161103,27.99
5575,20161107,33.99
5575,20161128,31.98
5575,20161211,22.98
5575,20161219,16.99
5575,20161229,8.49
5575,20161229,19.99
5575,20170307,15.49
5575,20170609,18.47
5579,20160122,28.13
5595,20160122,12.49
5595,20160322,20.86
5595,20160410,14.37
5597,20160122,30.36
5615,20160122,43.7
5631,20160122,30.76
5631,20160528,120.95
5631,20160630,71.22
5631,20161009,11.49
5631,20161013,13.99
5631,20161021,53.96
5631,20161027,47.97
5633,20160122,12.49
5645,20160122,17.9
5645,20160819,27.77
5645,20170503,11.88
5444,20160123,63.05
5444,20160618,38.92
5444,20161101,25.96
5444,20161106,14.49
5444,20161108,58.95
5444,20161211,16.98
5444,20170316,29.97
5444,20170325,12.99
5444,20170414,28.46
5444,20170607,14.47
5444,20170616,15.98
5444,20170626,27.97
5481,20160123,11.77
5646,20160123,25.74
5651,20160123,17.9
5651,20160423,12.49
5651,20170309,37.96
5664,20160123,41.5
5674,20160123,23.54
5674,20160224,44.88
5677,20160123,154.92
5677,20160521,17.7
5677,20160817,137.14
5677,20161018,62.96
5677,20170201,169.38
5683,20160123,11.77
5694,20160123,9.77
5717,20160123,141.85
5719,20160123,23.94
5719,20160124,6.79
5746,20160123,202.58
5749,20160123,38.5
5749,20160310,40.7
5749,20160902,26.73
5749,20161113,22.48
5749,20161205,26.48
5749,20161205,13.99
5749,20170129,37.86
5749,20170314,12.58
5749,20170404,64.24
5749,20170503,41.97
5770,20160123,35.91
5779,20160123,124.69
5779,20160221,147.4
5779,20160629,124.51
5788,20160123,14.37
5802,20160123,29.16
5817,20160123,23.14
5832,20160123,13.97
5839,20160123,70.45
5839,20160626,71.45
5847,20160123,37.96
5847,20160128,58.95
5847,20160303,28.93
5847,20160415,46.93
5847,20160426,21.99
5847,20160516,49.31
5847,20160611,38.91
5847,20160623,42.31
5847,20160822,27.94
5847,20160827,44.3
5847,20160915,27.98
5847,20161101,53.96
5847,20161126,39.97
5847,20161205,52.46
5847,20170116,59.47
5847,20170312,36.97
5847,20170405,25.07
5847,20170519,36.97
5847,20170605,49.56
5847,20170629,12.58
5851,20160123,15.76
5852,20160123,66.96
5852,20160311,30.97
5855,20160123,33.8
5855,20160125,38.16
5855,20160206,71.24
5855,20160216,14.99
5870,20160123,14.37
5870,20160508,56.31
5870,20160602,92.96
5870,20160708,26.75
5870,20170603,34.48
5873,20160123,21.54
5875,20160123,31.8
5875,20160504,39.98
5875,20160907,23.95
5889,20160123,12.97
5903,20160123,25.14
5221,20160124,8.97
5221,20160204,19.3
5221,20160211,19.3
5221,20160220,4.77
5221,20160228,17.76
5221,20160305,77.84
5221,20160320,31.94
5221,20160325,25.96
5221,20160410,19.76
5221,20160430,30.69
5221,20160503,22.99
5221,20160520,31.03
5221,20160710,19.55
5922,20160124,23.54
5936,20160124,39.3
5936,20160318,30.32
5939,20160124,11.77
5939,20160304,77.34
5939,20160815,15.36
5939,20161001,42.47
5939,20161117,82.44
5939,20170131,55.35
5947,20160124,13.97
5947,20160214,33.99
5947,20160922,15.99
5957,20160124,42.31
5972,20160124,14.37
5972,20160124,13.97
5972,20160124,15.36
5990,20160124,80.59
6002,20160124,78.7
6011,20160124,14.96
6011,20160207,28.93
6011,20160302,15.36
6011,20160524,29.54
6011,20160625,15.76
6011,20160915,14.48
6011,20161207,44.47
6011,20170228,17.98
6025,20160124,9.97
6025,20161214,60.45
6025,20170220,52.54
6044,20160124,26.07
6054,20160124,13.58
6054,20160707,12.25
6054,20160717,16.36
6054,20161008,11.49
6054,20170309,12.49
6062,20160124,15.96
6072,20160124,69.22
6072,20160202,15.96
6072,20160212,52.93
6072,20160216,84.39
6072,20160220,66.54
6072,20160326,33.51
6072,20170215,69.95
6084,20160124,23.54
6084,20161020,61.98
6084,20161022,25.99
6084,20170330,26.87
6087,20160124,26.94
6087,20160730,27.31
6094,20160124,86.97
6094,20160303,13.97
6102,20160124,43.09
6103,20160124,54.27
6103,20160316,59.25
6119,20160124,38.99
6142,20160124,197.79
6162,20160124,11.77
6178,20160124,20.99
6178,20160124,27.99
6196,20160124,13.97
6211,20160124,26.14
2792,20160125,13.97
2792,20160930,45.98
2792,20161124,24.48
3518,20160125,19.99
3518,20160613,42
3518,20160625,38
3518,20160625,8
4513,20160125,25.74
5940,20160125,86.02
6245,20160125,13.97
6262,20160125,38.5
6278,20160125,12.77
6293,20160125,34.54
6304,20160125,21.7
6304,20160816,15.36
6305,20160125,33.34
6305,20160126,38.5
6305,20160227,56.86
6305,20160308,70.03
6305,20160331,15.9
6305,20160418,33.33
6305,20160426,39.52
6305,20160525,43.3
6305,20170324,18.49
6313,20160125,11.77
6331,20160125,19.77
6335,20160125,26.73
6335,20160322,12.77
6335,20160911,69.46
6335,20161115,50.46
6335,20161202,59.48
6335,20161213,80.44
6335,20170322,41.47
6353,20160125,14.79
6378,20160125,12.49
6378,20161206,30.98
6378,20170207,12.49
6378,20170311,12.99
6381,20160125,9.77
6381,20160623,6.78
6381,20160725,9.98
6381,20161103,9.49
6381,20161120,12.49
6392,20160125,109.99
6392,20161026,62.99
6396,20160125,27.95
6396,20160314,26.73
6396,20160324,29.33
6396,20160422,26.93
6396,20160624,44.88
6412,20160125,147.22
6412,20170203,101.82
6427,20160125,71.62
6434,20160125,35.99
6434,20160302,15.36
6434,20160817,14.96
6434,20160823,13.77
6444,20160125,77.24
6449,20160125,28.74
6449,20160901,14.37
6461,20160125,14.96
6475,20160125,21.7
6475,20160422,29.76
6475,20160430,12.97
6479,20160125,49.96
6479,20160126,37.47
6479,20160628,36.69
6481,20160125,34.75
1499,20160126,11.77
1499,20160408,163.61
2550,20160126,55.07
2550,20160621,11.77
4819,20160126,9.97
4819,20160701,11.77
4819,20160918,11.49
4819,20161114,11.49
4819,20170225,11.49
5022,20160126,38.71
6228,20160126,30.32
6504,20160126,24.99
6518,20160126,39.48
6528,20160126,18.95
6528,20160202,35.71
6528,20160222,7.78
6537,20160126,59.26
6551,20160126,14.96
6559,20160126,19.95
6559,20160322,19.99
6574,20160126,15.76
6579,20160126,27.77
6579,20160712,13.97
6601,20160126,73.95
6606,20160126,57.85
6606,20160314,46.08
6606,20160410,29.98
6606,20160414,19.99
6615,20160126,14.37
6631,20160126,24.98
6645,20160126,9.77
6662,20160126,15.36
6686,20160126,28.11
6686,20160923,18.98
6686,20161208,43.96
6686,20170329,27.98
6702,20160126,13.97
6717,20160126,14.37
6729,20160126,12.77
6729,20160214,75.2
6733,20160126,14.99
6760,20160126,53.29
6781,20160126,15.36
1117,20160127,14.96
2337,20160127,9.98
6682,20160127,73.97
6797,20160127,15.36
6799,20160127,50.54
6799,20160216,39.32
6799,20160705,56.07
6799,20160802,24.73
6799,20161019,41.97
6799,20161102,40.97
6799,20170208,111.3
6799,20170326,10.99
6799,20170411,12.99
6799,20170623,45.98
6819,20160127,6.79
6821,20160127,29.33
6821,20160213,18.36
6821,20160228,28.14
6821,20160627,7.78
6821,20160814,6.77
6838,20160127,165.07
6838,20170127,11.88
6854,20160127,14.37
6854,20170113,32.98
6854,20170511,16.99
6869,20160127,11.77
6892,20160127,24.74
6898,20160127,29.73
6898,20160207,9.98
6898,20160418,13.97
6898,20161114,10.49
6898,20161223,10.49
6918,20160127,13.97
6918,20160328,15.36
6918,20170128,14.49
6918,20170201,15.49
6918,20170217,15.49
6918,20170416,44.47
6931,20160127,21.37
6931,20160313,29.33
6931,20170321,22.48
6934,20160127,36.99
6934,20161030,52.46
6934,20161125,28.48
6955,20160127,9.77
6967,20160127,28.74
6983,20160127,14.37
6993,20160127,11.77
6993,20160130,14.37
6993,20160226,14.37
6993,20160727,76.79
6993,20160807,26.83
6993,20160902,14.58
6999,20160127,31.52
6999,20160309,11.77
7001,20160127,61.05
7001,20170326,77.45
7017,20160127,37.03
7021,20160127,28.47
7021,20160318,26.73
7024,20160127,70.83
7024,20160320,28.86
7024,20160326,19.3
7037,20160127,31.32
7037,20160920,12.99
7040,20160127,24.74
7050,20160127,23.98
7071,20160127,23.54
7093,20160127,11.77
7093,20170509,5.49
6131,20160128,44.77
6131,20160623,52.47
6912,20160128,5.78
7102,20160128,31.93
7102,20160218,27.13
7102,20160224,19.75
7102,20160225,44.32
7102,20160403,53.09
7102,20160418,42.9
7102,20160422,30.72
7102,20160511,14.96
7102,20160920,2.99
7104,20160128,42.9
7104,20160228,54.71
7112,20160128,28.99
7120,20160128,28.76
7120,20160208,15.96
7120,20160424,57.06
7120,20160701,27.94
7120,20160708,16.36
7120,20160725,28.97
7120,20160821,72.89
7120,20161011,25.98
7120,20161220,12.99
7120,20170425,45.47
7122,20160128,15.36
7122,20160326,34.11
7130,20160128,84.83
7130,20160204,13.97
7130,20160224,26.33
7130,20170130,61.96
7130,20170212,55.04
7130,20170317,75.96
7130,20170531,70.45
7136,20160128,32.29
7148,20160128,45.89
7148,20160207,96.93
7148,20160620,21.74
7148,20160724,37.73
7148,20160724,54.96
7148,20161110,34.48
7148,20161209,108.43
7152,20160128,69.47
7152,20160215,87.27
7152,20160312,39.9
7152,20160408,14.96
7152,20160505,113.35
7152,20160611,86.43
7152,20160708,134.09
7158,20160128,58.31
7162,20160128,6.79
7162,20160620,14.96
7180,20160128,5.99
7186,20160128,31.35
7186,20160312,26.96
7186,20160522,30.32
7193,20160128,15.36
7193,20160207,29.77
7193,20160210,14.37
7193,20160409,13.97
7193,20160526,14.37
7193,20160723,13.76
7193,20161103,12.49
7193,20170131,7.49
7193,20170317,38.86
7193,20170325,34.86
7193,20170421,38.86
7193,20170501,11.18
7193,20170504,15.49
7198,20160128,28.74
7204,20160128,12.49
7204,20160812,10.77
7216,20160128,31.54
7231,20160128,24.99
7244,20160128,14.96
7260,20160128,27.94
7276,20160128,19.99
7288,20160128,11.77
7294,20160128,21.7
7294,20160609,29.92
7294,20170313,34.8
7305,20160128,15.39
7305,20160311,21.54
7313,20160128,32.6
7323,20160128,18.95
7323,20160211,25.56
7323,20160215,15.36
7323,20160316,46.08
7323,20160318,26.99
7323,20160323,29.92
7323,20160323,15.36
7323,20160328,31.78
7323,20160413,58.85
7323,20160420,56.97
7323,20160504,83.42
7323,20160513,55.32
7323,20160615,55.65
7323,20160909,7.49
7323,20160926,42.96
7323,20170107,90.96
7323,20170119,14.49
7323,20170222,43.85
7323,20170222,15.49
7323,20170224,47.97
7323,20170225,11.88
7323,20170322,31.98
7330,20160128,16.36
7361,20160128,36.48
7367,20160128,22.99
7367,20160222,24.99
2944,20160129,14.96
2944,20160310,30.33
2944,20160406,14.96
2944,20160729,14.96
6075,20160129,3.99
6296,20160129,27.13
6296,20160130,11.77
6296,20160205,11.77
6296,20160220,14.37
6296,20160506,11.77
6296,20160510,36.41
6296,20170314,19.98
6296,20170528,11.49
7292,20160129,36.97
7292,20170111,38.98
7375,20160129,15.36
7375,20160515,14.96
7375,20160531,26.14
7375,20161025,12.99
7375,20161112,12.99
7384,20160129,104.17
7384,20160708,128.89
7386,20160129,13.99
7401,20160129,33.13
7409,20160129,12.97
7409,20160417,11.78
7422,20160129,21.99
7449,20160129,11.77
7449,20160226,37.75
7460,20160129,14.79
7460,20160202,29.58
7462,20160129,12.49
7484,20160129,25.76
7500,20160129,19.99
7512,20160129,9.98
7512,20160209,30.92
7512,20160530,29.92
7512,20160705,14.37
7512,20160831,14.96
7512,20170418,29.36
7513,20160129,14.7
7513,20160211,14.7
7513,20160214,9.58
7513,20160223,14.96
7513,20160324,25.74
7513,20160815,15.36
7513,20160921,17.49
7513,20170324,24.48
7513,20170429,29.98
7513,20170527,24.48
7513,20170625,17.49
7513,20170628,11.49
7517,20160129,30.36
7517,20160210,14.37
7536,20160129,80.26
7536,20160220,50.27
7536,20160407,50.27
7540,20160129,27.13
7540,20170311,51.13
7540,20170624,56.46
7561,20160129,14.96
7561,20170219,17.99
7561,20170305,15.49
7572,20160129,35.34
7572,20160310,14.96
7572,20160423,13.97
7572,20170417,24.46
7579,20160129,67.47
7587,20160129,11.77
7587,20160130,14.37
7587,20160201,9.77
7587,20160223,11.77
7587,20160416,14.37
7587,20160505,14.96
7587,20160523,15.96
7587,20160930,20.99
7587,20161129,12.99
7601,20160129,15.36
7618,20160129,6.79
7636,20160129,57.09
7647,20160129,26.14
7661,20160129,27.13
7674,20160129,30.15
7674,20160508,79.01
7674,20160606,51.53
7674,20160620,13.97
7675,20160129,30.13
7691,20160129,14.37
7691,20160206,25.74
7691,20160217,43.3
7691,20160311,63.86
7691,20160414,86.27
7691,20160528,93.24
7694,20160129,24.94
3268,20160130,16.99
3268,20160407,11.77
3268,20160414,11.77
5067,20160130,41.5
5067,20160303,18.76
5067,20170309,9.48
5067,20170318,29.98
5722,20160130,39.51
5722,20160316,39.74
5722,20160829,36.71
5722,20160923,35.97
5722,20161028,25.47
7442,20160130,15.36
7520,20160130,14.96
7710,20160130,20.54
7726,20160130,32.24
7726,20161022,201.88
7745,20160130,6.79
7764,20160130,44.98
7772,20160130,28.94
7772,20160503,12.49
7772,20170227,24.07
7780,20160130,11.77
7795,20160130,28.73
7795,20160723,14.96
7795,20170505,24.87
7800,20160130,5.98
7811,20160130,14.37
7811,20161121,14.49
7811,20161229,14.49
7811,20170226,12.58
7830,20160130,40.73
7838,20160130,7.98
7838,20160421,17.7
7838,20160511,15.96
7838,20161008,15.98
7838,20170103,13.99
7847,20160130,19.98
7856,20160130,90.41
7856,20160428,70.13
7856,20161212,238.33
7856,20170309,152.46
7856,20170508,99.16
7867,20160130,11.77
7881,20160130,39.98
7889,20160130,12.49
7889,20160321,6.79
7901,20160130,32.48
7901,20160211,162.99
7901,20160303,81.95
7901,20160324,28.7
7901,20160331,29.9
7901,20160405,13.97
7901,20160520,155.8
7901,20160720,9.77
7901,20160725,49.9
7901,20160819,74.21
7901,20160823,15.36
7901,20161030,132.95
7901,20161104,107.44
7916,20160130,15.36
7937,20160130,54.98
7948,20160130,16
7960,20160130,19.99
7967,20160130,16.36
7967,20160204,11.97
7967,20160329,14.96
7967,20160525,12.97
7967,20170126,13.99
7974,20160130,36.51
7974,20160525,12.77
7974,20160526,11.77
7974,20160530,37.5
7982,20160130,21.97
8001,20160130,23.54
5413,20160131,68.44
5413,20160227,58.66
5413,20160405,75.21
8008,20160131,110.84
8008,20160216,78.01
8008,20160305,92.38
8008,20160428,107.39
8008,20160704,76.84
8008,20160930,93.44
8008,20161110,122.91
8008,20161207,54.96
8021,20160131,14.99
8021,20160227,25.94
8021,20160315,19.77
8021,20160329,12.49
8021,20160712,13.97
8021,20161207,22.98
8021,20170218,34.98
8022,20160131,72.46
8022,20161231,116.41
8022,20170630,200.57
8039,20160131,88.7
8060,20160131,45.28
8076,20160131,8.97
8092,20160131,15.99
8092,20161111,2.99
8092,20170626,12.58
8111,20160131,76.8
8135,20160131,14.97
8143,20160131,30.72
8143,20160226,27.94
8157,20160131,26.73
8173,20160131,16.96
8194,20160131,11.77
8208,20160131,104.29
8220,20160131,11.77
8220,20160523,15.36
8220,20161121,26.48
8221,20160131,13.97
8221,20160202,24.98
8222,20160131,12.49
8222,20160219,6.79
8222,20160225,22.99
8222,20160406,6.79
8228,20160131,46.08
8228,20160402,28.34
8235,20160131,9.98
8249,20160131,14.96
8268,20160131,11.77
60,20160201,21.75
7854,20160201,12.97
7854,20160208,46.93
7854,20160314,52.67
7854,20160404,14.96
7854,20160507,70.76
7854,20160507,35.34
7854,20160904,38.5
7854,20160919,22.98
7854,20161024,25.98
7854,20161109,12.99
7854,20161220,131.42
7854,20161225,56.96
7854,20170207,22.48
7854,20170408,30.49
7887,20160201,43.73
7887,20160211,38.9
7887,20160730,35.33
8290,20160201,8.97
8307,20160201,4.79
8326,20160201,66.26
8343,20160201,31.35
8364,20160201,14.37
8377,20160201,117.74
8391,20160201,12.49
8391,20170213,22.49
8391,20170516,9.49
8405,20160201,55.26
8405,20170219,22.47
8405,20170420,51.35
8405,20170424,6.28
8408,20160201,48.67
8408,20160216,50.3
8419,20160201,9.78
8419,20160208,9.98
8419,20160304,9.98
8419,20160321,23.36
8419,20160520,13.58
8419,20160606,10.98
8419,20160905,12.97
8429,20160201,38.99
8443,20160201,80.3
8443,20160314,32.37
8444,20160201,19.77
8450,20160201,89.2
8450,20160315,65.63
8450,20160330,189
8450,20170315,24.98
8463,20160201,25.74
8463,20170518,23.76
8479,20160201,11.77
8481,20160201,147.07
8481,20160309,63.84
8481,20160509,157.86
8481,20160530,87.22
8481,20160707,104.94
8481,20160718,160.87
8481,20160904,144.69
8481,20160904,14.96
8481,20160925,137.9
8481,20161106,120.41
8481,20170321,201.55
8481,20170407,107.43
8481,20170505,76.8
8502,20160201,14.37
8516,20160201,16.76
8527,20160201,15.96
8538,20160201,25.75
8538,20160424,24.69
8538,20160626,40.14
8538,20170117,17.99
8542,20160201,23.54
8560,20160201,27.85
8573,20160201,32.97
8592,20160201,26.67
8601,20160201,62.25
8601,20160313,49.88
8601,20160501,43.7
8601,20170115,56.96
8601,20170212,11.49
8601,20170303,11.88
8601,20170330,28.48
8601,20170608,28.98
8601,20170628,12.99
3567,20160202,179.21
4979,20160202,11.58
4979,20160325,19.99
4979,20161124,12.99
8496,20160202,42.98
8496,20160205,40.98
8496,20160312,14.99
8496,20160404,26.74
8496,20160410,28.33
8496,20160426,57.34
8496,20160508,25.74
8496,20160509,11.97
8496,20160606,47.7
8496,20160630,23.54
8496,20160710,14.37
8496,20160716,32.01
8496,20160728,35.37
8496,20160927,12.99
8496,20161018,30.48
8496,20161103,41.98
8496,20161111,25.48
8496,20161222,71.49
8496,20170103,25.48
8496,20170107,53.97
8496,20170114,27.48
8496,20170208,38.97
8496,20170309,24.98
8496,20170326,23.99
8496,20170329,18.98
8496,20170402,49.96
8496,20170408,34.97
8496,20170424,17.99
8496,20170501,57.96
8496,20170520,27.98
8496,20170604,46.97
8496,20170612,52.96
8496,20170620,25.48
8500,20160202,57.14
8500,20160208,52.89
8500,20160208,11.77
8500,20160213,22.3
8500,20160213,11.77
8500,20160214,12.97
8500,20160227,6.77
8500,20160227,12.77
8500,20160302,11.77
8500,20160306,12.97
8500,20160313,23.74
8500,20160313,11.77
8613,20160202,29.67
8628,20160202,14.37
8666,20160202,23.74
8666,20160225,39.71
8666,20160319,38.51
8666,20160914,40.97
8678,20160202,68.51
8686,20160202,15.36
8686,20160707,11.77
8693,20160202,12.97
8699,20160202,52.46
8699,20160307,66.63
8700,20160202,11.77
8700,20160620,14.96
8718,20160202,76.6
8718,20160204,40.7
8718,20160208,43.7
8720,20160202,22
8742,20160202,45.53
8757,20160202,58.53
8769,20160202,19.99
8769,20160401,13.97
8776,20160202,12.49
8791,20160202,33.7
8811,20160202,10.99
8811,20160630,44.28
8815,20160202,13.97
8815,20160719,21.75
8816,20160202,17.96
8839,20160202,18.54
8853,20160202,20.98
8853,20170321,11.49
8868,20160202,129.98
8879,20160202,15.7
8879,20160627,12.25
8879,20160907,12.25
8881,20160202,12.97
8881,20160206,12.97
8883,20160202,61.45
8897,20160202,27.13
8897,20161114,15.49
8903,20160202,14.96
8903,20160808,15.96
8903,20161108,12.99
8903,20170302,102.48
8903,20170607,32.49
8903,20170607,18.49
619,20160203,41.1
619,20160207,45.28
619,20160210,29.33
619,20160213,29.33
619,20160219,23.54
619,20160224,23.54
619,20160226,13.97
619,20160303,29.33
619,20160317,37.3
619,20160321,9.99
619,20160324,29.33
619,20160324,12.99
619,20160328,11.77
619,20160411,12.77
619,20160415,11.77
619,20160415,25.77
619,20160422,38.31
619,20160424,15.36
619,20160623,21.54
619,20160724,50.48
619,20160725,60.05
619,20160929,28.48
619,20161027,26.98
619,20161114,9.49
619,20161202,77.44
619,20161202,64.45
619,20161203,38.46
619,20161209,11.49
619,20161215,12.49
619,20170112,14.49
619,20170216,25.48
619,20170309,45.47
619,20170311,11.49
619,20170323,36.97
619,20170423,25.99
619,20170519,22.99
4113,20160203,61.09
4113,20160329,166.25
4113,20160630,41.5
5240,20160203,47.71
5240,20160809,50.33
5240,20160818,26.56
5240,20170207,27.97
5242,20160203,12.99
7333,20160203,68.65
7333,20160216,88.18
7333,20160630,131.07
7435,20160203,35.51
7435,20160211,19.99
7435,20160211,13.77
7435,20160512,103.94
7898,20160203,23.36
8656,20160203,261.79
8915,20160203,11.77
8922,20160203,11.77
8922,20160321,58.14
8929,20160203,119.57
8944,20160203,43.3
8964,20160203,26.14
8976,20160203,31.72
8976,20160206,16.76
8976,20161224,10.49
8976,20170421,116.33
8985,20160203,54.77
9005,20160203,39.71
9005,20160418,13.97
9005,20161010,28.48
9005,20161030,24.98
9005,20161125,62.95
9005,20170227,57.57
9005,20170410,65.34
9008,20160203,13.7
9019,20160203,72.85
9019,20160213,29.98
9024,20160203,10.78
9041,20160203,29.58
9046,20160203,30.32
9046,20160603,15.96
9046,20160611,9.98
9046,20170104,40.97
9046,20170109,40.97
9064,20160203,57.54
9080,20160203,11.77
9093,20160203,10.77
9104,20160203,25.54
9104,20160518,43.09
9109,20160203,28.99
9120,20160203,14.79
9120,20160223,13.77
9120,20160316,24.98
9120,20160325,28.93
9120,20160413,14.96
9120,20160810,26.94
9120,20160815,29.93
9120,20160911,25.98
9120,20161007,25.98
9120,20161007,25.98
9120,20161022,37.97
9120,20161107,25.98
9120,20161116,12.99
9120,20161208,27.48
9120,20161215,26.98
9120,20170107,46.96
9120,20170119,24.48
9120,20170202,11.99
9120,20170216,25.48
9120,20170303,37.86
9120,20170318,38.97
9120,20170518,14.99
9126,20160203,50
9142,20160203,15.36
9160,20160203,14.37
9160,20161222,8.99
9160,20170304,14.49
9175,20160203,15.36
9197,20160203,29.73
9204,20160203,15.76
9204,20160204,9.77
9211,20160203,14.96
9232,20160203,9.77
9247,20160203,56.35
9247,20160816,46.5
2213,20160204,28.34
2213,20160531,26.75
